Year,Africa Eastern and Southern,Afghanistan,Africa Western and Central,Angola,Albania,Arab World,United Arab Emirates,Argentina,Antigua and Barbuda,Australia,Austria,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Belize,Bolivia,Brazil,Barbados,Brunei Darussalam,Central African Republic,Canada,Central Europe and the Baltics,Switzerland,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Cyprus,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Spain,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,Gabon,United Kingdom,Ghana,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Guatemala,Guyana,High income,Honduras,Heavily indebted poor countries (HIPC),Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,India,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kenya,Cambodia,St. Kitts and Nevis,"Korea, Rep.",Latin America & Caribbean (excluding high income),Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Latin America & Caribbean,Least developed countries: UN classification,Low income,Sri Lanka,Lower middle income,Low & middle income,Late-demographic dividend,Luxembourg,Morocco,Madagascar,Middle East & North Africa,Mexico,Middle income,Mali,Malta,Myanmar,Middle East & North Africa (excluding high income),Mongolia,Mozambique,Mauritania,Mauritius,Malaysia,North America,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,New Zealand,OECD members,Other small states,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Pre-demographic dividend,"Korea, Dem. People's Rep.",Portugal,Paraguay,Pacific island small states,Post-demographic dividend,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,Somalia,Sub-Saharan Africa (excluding high income),Sub-Saharan Africa,Small states,Sao Tome and Principe,Suriname,Sweden,Syrian Arab Republic,Chad,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Togo,Thailand,Latin America & the Caribbean (IDA & IBRD countries),Middle East & North Africa (IDA & IBRD countries),Tonga,South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),Trinidad and Tobago,Tunisia,Turkey,Tanzania,Uganda,Upper middle income,Uruguay,United States,St. Vincent and the Grenadines,"Venezuela, RB",Vietnam,World,Samoa,"Yemen, Rep.",South Africa
1980,1.235910896,0.131783027,0.634540785,0.640966325,1.93505831,3.091803253,36.19856264,3.897887773,2.311844296,15.02491601,6.928479,13.72329627,0.139097284,0.063420246,0.095911717,8.744238667,21.91659558,37.9430692,1.322889928,0.836585643,1.550121144,2.673375913,35.50112956,0.048351815,18.07962055,11.54082568,6.414949786,2.212527858,1.495250749,0.774604003,0.452983381,0.132857757,0.228938452,1.648891984,0.154860946,0.426323243,1.031067715,7.084247338,3.188045899,4.681335788,0.970484177,0.486869009,11.78401383,1.112623363,3.460647179,1.33371914,1.244077178,2.131379537,17.33315623,13.1706318,1.682678994,1.044579953,5.734778954,0.051861431,9.989263546,1.080575152,12.18667255,1.252516874,9.161531981,9.132979961,10.28675704,0.231506881,0.197974277,0.247439004,0.187647599,0.234752792,5.333642555,0.535436697,0.654598477,2.293775708,12.11803572,0.559280521,0.220520346,0.133211357,8.109349235,3.134551214,2.674778813,0.53618314,1.038153164,0.642834916,0.283865457,0.449266666,7.693307548,3.128078312,3.336823173,8.181464727,5.453220474,6.892484981,3.908027828,1.987707722,8.112280386,0.377483911,0.042730251,1.188352121,3.537650534,2.213198638,0.057399769,2.386661583,1.102282202,8.356917709,0.964770683,2.47744517,0.152390035,0.740580911,0.22681207,0.924326165,2.565928151,4.382668475,30.28056845,0.797604363,0.185526061,3.499655105,3.96175207,2.693519976,0.055340217,3.231041071,0.161469085,2.198288213,4.071497649,0.275887487,0.40938984,0.611141993,2.029087858,20.52606065,0.095517115,0.928241319,0.620988694,12.54494544,9.313753849,0.036141533,5.608463812,10.94871493,5.947406909,0.410840865,1.579126293,1.37463297,0.7812879,12.94802102,0.512384741,13.05936746,0.538615307,6.549839333,2.763116005,0.469089871,1.09077079,12.22719837,58.57439787,8.853726719,25.11342352,0.096063426,0.399171067,17.47974059,0.258327264,0.600312332,13.02164051,0.445352418,0.179643818,0.464851066,0.129606132,0.989709597,0.989788453,6.231200606,0.421107028,6.599010934,8.634769908,2.329348648,0.046300228,1.26602545,16.7319971,0.264158613,0.847193033,2.390704296,2.183543166,0.433889809,0.399171067,0.989788453,15.61464144,1.489457707,1.722847354,0.101672848,0.05039706,4.224217652,2.00243055,20.78648774,0.364636159,5.980672501,0.30987396,4.601081514,0.636623757,0.15052337,7.999997619
1981,1.319763789,0.150614588,0.60471417,0.611132856,2.693023914,2.924498084,33.61020407,3.600810155,1.721066857,15.43250084,7.416160614,12.57955507,0.11231017,0.079795384,0.097003326,9.03643153,22.7888779,13.01121581,1.242444366,0.841264974,1.390352265,2.707223959,7.351342569,0.059917216,17.32493528,10.77728371,6.11563526,2.120030185,1.460431817,0.532114783,0.601091136,0.139680623,0.258404625,1.616879726,0.150089573,0.114324611,0.916901946,5.869424843,3.308449098,4.421662289,0.801991817,0.486894867,10.11194239,1.039084081,2.342523823,1.305660394,1.259248546,2.079261975,16.90567563,12.62970771,2.036216242,1.14816451,5.48982234,0.051869594,9.339867555,1.035022631,10.73140319,1.661615712,8.203109968,8.829025306,9.955296648,0.268523082,0.199229515,0.239789471,0.180161602,0.263543519,5.213292152,0.647522349,0.561107288,2.303209276,11.53336344,0.480499994,0.210981021,0.132748013,8.08620576,3.036402212,2.589678818,0.535795132,1.023735159,0.663585649,0.288074246,0.473644451,7.541085143,2.808453879,2.287286881,7.596047756,5.362384985,6.690421638,3.375029871,2.378840669,7.900719032,0.382519323,0.044548256,1.280287689,3.60873747,2.152858193,0.045239552,2.448154203,1.01094989,8.606189058,0.798275212,2.398174588,0.146105327,0.745448728,0.264109671,0.909222829,2.501036895,4.212749882,25.81383257,0.774235025,0.114448913,3.286560458,4.099403663,2.624035564,0.054740989,3.586735302,0.161246884,1.977890925,3.833112101,0.209004888,0.418360336,0.553530886,2.180888011,19.53134467,0.11125262,0.874309219,0.637332589,11.57815117,9.8372189,0.029589459,5.288863324,10.44684806,5.094350649,0.426374943,1.648911506,1.340153329,0.712186867,12.83942676,0.526841675,11.42279709,0.470801972,6.474401859,2.763828494,0.424633707,1.306986367,11.70714776,51.85886589,8.864718761,24.47504549,0.112846648,0.420412471,17.01857217,0.24231513,0.574282185,10.60068027,0.56906842,0.200069397,0.392918593,0.042239309,1.027012044,1.027089428,5.28166369,0.450090521,5.640849216,8.344564986,2.878796964,0.045312255,1.238636544,16.13919487,0.222968504,0.787331461,2.32350718,1.964624196,0.510314189,0.420412471,1.027089428,15.6631899,1.501228166,1.775448215,0.111041692,0.041173064,4.126318406,1.831860572,19.76676417,0.361498043,5.896209728,0.319261217,4.406638284,0.656454191,0.165266363,8.773993846
1982,1.367396551,0.163104061,0.599648543,0.519353408,2.624856785,2.71072597,31.65451453,3.591793169,4.748462286,15.42493181,7.112124941,11.92668478,0.125105246,0.080427238,0.102453194,10.10727531,25.4916039,10.27576732,1.137722298,0.747988423,1.3610983,2.540133345,10.16119749,0.061238647,16.51518883,10.99103078,5.73116759,1.755452465,1.566739684,0.697002655,0.692051861,0.110867465,0.713994524,1.633862165,0.145807845,0.124624461,0.826883462,5.628531968,3.47616192,4.484907101,0.904214728,0.537740628,10.49196453,1.044905137,1.920016285,1.381199871,1.282394977,2.121405939,17.08704208,12.56128757,2.293674837,1.241194841,5.525887108,0.040044821,9.103718072,1.012639869,8.925664185,1.256571712,7.841027019,8.582695842,9.740461658,0.260653835,0.193567435,0.237937447,0.176471677,0.257660608,5.326966418,0.669361766,0.499357535,1.797712381,11.0179665,0.451032593,0.2102018,0.139601331,8.114608938,3.099552299,2.637019322,0.523489369,1.007751895,0.682392176,0.277707328,0.477490561,7.329160881,3.296156669,2.121821524,6.8366202,5.97399876,6.537992115,2.783822472,2.454655991,7.597913817,0.264641054,0.048753411,1.544614233,3.608409089,2.178630675,0.046360498,2.345564795,0.30228447,8.838663067,0.939580285,2.410615704,0.140836914,0.725072432,0.290261792,0.931222048,2.549756839,4.284184132,24.23766363,0.812946307,0.110000426,3.208182504,4.289945137,2.678415251,0.049630042,4.028211281,0.156698557,2.051011013,3.803704393,0.208471628,0.540963055,0.506164605,2.112592412,18.39036091,0.117926139,0.847277737,0.612382056,9.384833319,9.976716899,0.028208713,5.779176198,10.01560345,5.180259945,0.448092406,1.587929681,1.284594891,0.69962724,12.59533509,0.516699664,11.65347614,0.45308348,6.516009491,2.951574043,0.406021736,1.089941845,11.19126979,44.56288123,8.710449013,24.78161636,0.110579277,0.426495964,14.38655452,0.24600413,0.516877917,11.24154665,0.491014441,0.156409986,0.373105021,0.108766291,1.053322749,1.053355442,5.200506384,0.479211484,5.191734063,7.482205547,2.553456613,0.043523774,1.314710755,16.32812938,0.251541869,0.769642915,2.330997253,2.037253829,0.469947456,0.426495964,1.053355442,16.45210929,1.413372559,1.890011889,0.109879946,0.041323807,4.225275972,1.64986025,18.59049523,0.394474598,5.831460328,0.323557064,4.314959591,0.722377911,0.229251762,9.311609134
1983,1.386366901,0.201224272,0.539567272,0.551348099,2.683239919,2.806024733,28.76986822,3.595563797,1.365205005,14.64008413,6.874373273,10.31207942,0.112553157,0.080923755,0.095609983,10.10833662,20.75602786,8.959994669,1.106077525,0.723162979,1.28724351,2.691339176,12.76091723,0.060905477,16.11132555,11.03546444,6.242518469,1.750053725,1.629055908,0.529302543,0.696833055,0.141754194,0.58960635,1.722127877,0.141840827,0.12214132,0.811741544,5.035818701,3.090091244,4.464374218,0.884624175,0.541552548,9.810842233,1.276423196,2.493859764,1.43404001,1.283631685,2.154039938,17.17741813,12.51237071,2.267481924,1.22177658,5.367036187,0.04835793,8.930120536,1.024866747,8.562246655,1.043133668,7.543287024,7.038827584,9.687798405,0.303816934,0.183510819,0.230431964,0.17226082,0.202262758,5.640921404,0.649229327,0.426030524,1.600584374,10.90616491,0.496655077,0.206218917,0.147852714,8.338813278,3.120820265,2.650216,0.516893672,0.968846782,0.664245133,0.283740249,0.50527683,7.323345582,3.43255735,2.615422283,6.530059879,5.831467966,6.388587127,2.839350981,2.75634505,7.408104093,0.252865543,0.051143626,1.208607011,3.781078933,2.039395386,0.051486428,2.791430594,0.345803487,8.414045274,0.837685913,2.250576559,0.142336023,0.767401151,0.310623562,0.962525267,2.568284315,4.325472323,22.67666333,0.827907799,0.068677037,3.313714004,3.829532412,2.695345894,0.055404767,3.01770522,0.158269101,2.220546929,3.837528672,0.158886581,0.558163318,0.59671196,2.562297268,18.33379476,0.147721442,0.754642083,0.564040847,9.623180022,9.083047026,0.030746947,5.615176132,9.874589987,4.598664464,0.467098103,1.646972967,1.08371957,0.6889056,12.27853917,0.519054938,11.54822291,0.448017722,6.867779759,3.0307109,0.408086646,0.993676218,11.08714885,36.43300172,8.890011018,24.98694442,0.122426875,0.450119793,13.76370876,0.242681644,0.432363418,13.05373059,0.561791441,0.190448565,0.396087065,0.141281517,1.040002438,1.040072025,4.625691438,0.544259083,3.79573095,6.999367874,2.813290207,0.042495565,1.363725619,16.39233464,0.180504331,0.846114023,2.194087171,2.205652581,0.508566613,0.450119793,1.040072025,14.32554032,1.629641049,1.923416672,0.109048123,0.045169605,4.251357546,1.283984315,18.57154371,0.462668025,5.662028721,0.332214839,4.286135321,0.717907102,0.280729631,9.428689683
1984,1.431963637,0.23196108,0.581373176,0.520982748,2.694291374,2.970000822,35.85468288,3.582148015,2.374077431,15.2209753,7.214278667,10.69696639,0.120856597,0.06183697,0.103187674,9.749961471,22.6107339,8.070452736,1.07489039,0.667484291,1.275133155,2.927939317,8.790338992,0.060663368,16.62025251,10.96673751,6.08124526,1.838033299,1.75044806,0.567166798,0.620821659,0.136128876,0.571076828,1.669896523,0.137994818,0.275498138,0.751507758,5.024704304,3.250042989,4.561971579,0.867035452,0.595888741,9.950133216,1.175662059,3.267069872,1.521065376,1.295774915,2.26991737,17.0990402,12.47675117,2.403764114,1.330844464,5.190482538,0.042281794,8.897907776,1.044942751,8.65558094,0.832364471,7.194880619,7.446799658,9.381702909,0.208095999,0.183819221,0.237497382,0.189536649,0.243320847,5.765561878,0.633063206,0.446071983,1.811700466,11.13537059,0.478358377,0.194746297,0.147397786,8.516383853,3.157289338,2.680020645,0.542524201,1.02079965,0.694540628,0.295572993,0.506132025,7.22723581,3.313161308,2.64673732,7.578628956,5.709022602,6.498251684,2.230694855,3.000019753,7.829008203,0.225615537,0.055144012,1.216597943,4.056610689,2.005721372,0.051124901,2.673044469,0.331679664,7.639925887,0.91456684,2.240521411,0.143044413,0.808221155,0.243493291,0.982922106,2.600151633,4.406764027,24.39670435,0.809643079,0.088854988,3.433027242,3.73389481,2.726803781,0.056709696,4.126294265,0.176449893,2.325002998,3.447325595,0.121593733,0.504262635,0.619486258,2.283864458,18.74897714,0.147895692,0.854835992,0.508329998,10.05639192,9.772232741,0.042728843,5.979286046,10.04675702,4.818713389,0.480377175,1.328029378,1.071074175,0.586697265,11.95458681,0.514640778,11.75733071,0.466621216,7.273781179,2.907559769,0.418936094,0.879620528,11.31273866,36.13575389,8.359877745,25.02160733,0.107472038,0.452272649,12.53865403,0.210449109,0.526909781,12.22547627,0.544415302,0.166164218,0.329733624,0.108102196,1.084516946,1.084576134,4.722160799,0.499270612,4.262994829,6.877325362,3.214889117,0.043641016,1.446605061,16.35450866,0.193808663,0.89976115,2.157682446,2.30940801,0.508257546,0.452272649,1.084576134,15.18124152,1.618353768,1.991029501,0.112901887,0.041401575,4.312283575,1.153194753,18.97675027,0.636043016,5.523520026,0.294899843,4.339077192,0.713858694,0.320009013,9.922517683
1985,1.423144569,0.293957031,0.583495478,0.471902962,2.658015382,3.044786958,36.54478412,3.329225096,4.035866311,15.3084102,7.230766353,10.59744025,0.173986363,0.061686811,0.112760309,9.992783476,24.30514892,6.440491263,1.15623522,0.667594741,1.33986352,3.305537345,11.56761718,0.063468611,16.33299046,11.11412692,6.155338532,1.754333888,1.871054791,0.738708944,0.643039097,0.121860177,0.622975231,1.615252167,0.134157152,0.270611677,0.828074055,5.50472435,3.226175317,4.408566792,0.844359129,0.651180898,11.74744309,1.128311358,3.244823587,1.617695445,1.33100625,2.342420731,18.20231994,13.08717572,2.143306714,1.297999709,5.230998485,0.044651148,9.041194752,1.069172227,10.13132618,0.814007334,7.075848708,7.638964487,9.900139784,0.260174331,0.181650263,0.22803791,0.197610997,0.18745527,6.100162266,0.623683131,0.446977651,1.841974511,11.18856515,0.44540192,0.20202806,0.148710447,8.085937427,3.311797887,2.803361393,0.54183521,1.027134493,0.734900509,0.291534371,0.543976973,7.553554723,3.395525484,2.871921785,6.744466767,5.875169856,6.575619372,2.160466879,2.944924493,7.575468416,0.189649404,0.054185838,1.226011367,4.370304926,2.003620002,0.055682804,3.037867007,0.336664094,8.110643322,1.016626269,2.263138049,0.143267996,0.818740868,0.244598419,1.024410253,2.723969689,4.663611223,24.99959095,0.794059107,0.104943284,3.514925706,3.796893775,2.859605049,0.05197176,3.563982381,0.176701546,2.345658606,4.697541846,0.089919804,0.368753276,0.693494936,2.323063693,18.63559701,0.144219905,0.836413333,0.533207849,10.20925607,9.804827001,0.040240973,6.714909304,10.07411556,4.93950816,0.511716942,1.184768836,0.986812031,0.516783988,11.92167874,0.521158671,11.98594819,0.473001445,7.675801413,2.734259393,0.421940718,0.914172026,11.3434521,33.44817815,8.54896734,26.77632908,0.100222487,0.486066273,13.16056005,0.236722482,0.413656917,12.21414335,0.55522237,0.174421544,0.402591313,0.129060913,1.080469737,1.080644413,4.968983199,0.524226598,4.337102182,7.471990516,2.784522858,0.035263767,1.539326567,17.33780703,0.169090227,0.935517781,2.176768263,2.32992507,0.507700009,0.486066273,1.080644413,17.73501747,1.62897952,2.171962193,0.108990612,0.042565273,4.54407046,1.094674482,18.88231274,0.631618231,5.847674412,0.347570769,4.428311744,0.710503453,0.329840256,9.921214487
1986,1.4207769,0.26777195,0.543987567,0.451618664,2.665356221,3.271081781,32.65699958,3.39465765,4.037892282,14.98057315,7.144304852,10.43154171,0.155688132,0.060571912,0.123010388,10.21729994,25.40382903,5.906597774,1.211023241,0.598657913,1.440047603,3.565497419,9.956863289,0.062110314,15.51911259,11.26422926,6.502824669,1.787561266,1.939434257,0.578835148,0.19189569,0.110067805,0.505168392,1.606056545,0.120306754,0.185311405,0.927761459,4.763919565,3.296157442,4.977979462,0.831283192,0.657250003,11.50329653,1.240127016,3.301705157,1.67344832,1.36486725,2.389975906,18.14899447,13.0495275,1.643987435,1.473543487,4.93636136,0.052778059,8.956174821,1.096365963,10.84333288,0.841942163,6.76799939,5.845271819,10.03463939,0.23147089,0.177180598,0.203943418,0.205427269,0.218614507,5.93248835,0.658854297,0.456513148,1.367125517,11.13158516,0.419060058,0.173852159,0.130185256,7.85827798,3.334080295,2.817179423,0.538618278,1.027933833,0.723036368,0.286465627,0.57055617,8.058782831,3.0125666,3.001406809,7.343650794,6.193553617,6.47489765,1.929783115,3.07803385,7.534733854,0.201819997,0.05435355,1.414498903,4.426967249,2.038501552,0.055089025,2.916100092,0.338084463,8.52628235,1.027746637,2.259473231,0.141744307,0.855087827,0.225711584,1.036582493,2.740510461,4.692929146,24.45960826,0.821632227,0.110164617,3.635489829,3.795908587,2.875112674,0.047953548,4.340964162,0.175492249,2.33011318,4.894743899,0.076726466,0.204426134,0.777360068,2.49224794,18.40976328,0.126716754,0.85703747,0.591802325,9.956978312,11.29660355,0.040839744,7.052053415,9.994877907,4.928167935,0.519382106,1.213981486,1.079958982,0.523853892,11.66230575,0.493137822,12.10401817,0.461764443,8.221887685,3.042086135,0.440070165,0.900013927,11.25515804,33.43031988,8.851795307,26.65748597,0.092759835,0.507675543,14.85257914,0.239338558,0.399096942,12.81463745,0.552350144,0.172270172,0.398049992,0.137170574,1.063233266,1.063437184,4.664170417,0.477878413,4.704637121,7.412135421,2.849152325,0.035640744,1.588923489,17.30891608,0.210443825,0.938135513,2.214439417,2.314483915,0.506701672,0.507675543,1.063437184,14.69115383,1.604770457,2.331644595,0.103120736,0.046718586,4.580217172,1.049044908,18.72072272,0.627332085,6.163044283,0.370680182,4.412252113,0.708038517,0.317230424,9.877463268
1987,1.390141636,0.269229503,0.474906023,0.544085285,2.414060815,3.183740725,31.10022393,3.68588379,4.456516455,15.7469578,7.623419815,10.44717278,0.118857301,0.063518663,0.123994996,10.214134,25.45773429,5.848749306,1.304136337,0.625507231,1.47297773,3.652616933,13.9693768,0.098365369,16.31019464,11.52667688,6.150039281,1.793340967,2.038410689,0.718099645,0.171884357,0.122238366,0.609669514,1.618419013,0.126566785,0.251213656,0.95588272,4.960398791,3.300663433,5.697814715,0.792724188,0.663553353,11.37930503,1.449379117,3.538317679,1.759024837,1.386573482,2.466916006,17.99825371,13.05208545,1.587355532,1.438892607,4.934193197,0.059580277,9.128415876,1.06184792,11.68994386,0.660468068,6.587688941,4.603309871,10.06774667,0.242445905,0.17129834,0.216222168,0.212927894,0.258524663,6.346832663,0.737641438,0.479254591,1.7283217,11.35930692,0.4787377,0.187843675,0.137954161,7.956129524,3.371102276,2.842350357,0.530166046,0.952706427,0.718523982,0.304968049,0.595939661,8.530299088,3.117042066,3.252849406,7.532101733,6.268060426,6.778406129,2.266210322,3.085300785,7.419855426,0.241984386,0.05322867,1.340245121,4.628848877,2.111654191,0.054457654,2.986701435,0.355918232,7.924299167,1.120824036,2.326050894,0.145051426,0.927364856,0.244775761,1.063664382,2.769807851,4.739121661,23.38176129,0.857975108,0.120881561,3.574115435,3.880765463,2.901387476,0.044574097,5.386307096,0.126283494,2.406192485,5.206493616,0.076859758,1.747903451,0.898980969,2.467156648,19.05465847,0.136594353,0.673985116,0.623723678,10.40360157,9.722543741,0.049521165,7.363341376,10.23068887,4.816528944,0.544682484,1.380903083,1.246064563,0.570761127,11.42610297,0.544167312,12.35406034,0.442865563,9.078999055,3.14417772,0.486203933,0.804369621,11.52791934,27.2405615,9.244904383,26.36760185,0.090863971,0.530209616,13.20160951,0.183115296,0.356793721,11.74850772,0.562440958,0.123499995,0.483382539,0.14481468,1.017150672,1.017428973,4.656952795,0.465612784,4.61944241,7.111037004,3.188696214,0.036582987,1.664821368,17.2137842,0.22075485,1.055592224,2.281633269,2.390052918,0.583186666,0.530209616,1.017428973,14.66760706,1.525707748,2.542167863,0.104081771,0.049323137,4.624509107,1.167588925,19.35033442,0.727132808,6.086951144,0.40767487,4.461922924,0.706235012,0.325062071,9.593208378
1988,1.407205363,0.246823208,0.53496193,0.463508255,2.331598531,3.277904358,29.72692598,3.835715557,4.631399981,15.79616778,7.032030698,10.13514385,0.118496787,0.066263315,0.137961112,9.718843491,26.14679986,6.224020109,1.392871307,0.654789784,1.457685267,3.653264857,23.39090035,0.085754725,17.02217437,11.09202083,6.174526108,2.095842513,2.150905225,0.825631425,0.198656069,0.123876796,0.672116756,1.648060005,0.132326711,0.225146127,0.993246046,4.577757269,3.427347043,5.606485479,0.658543686,0.772411953,10.74325063,1.432939876,3.434398804,1.862925436,1.420813797,2.62793287,18.22436284,13.08720651,1.770430572,1.39574591,5.134110769,0.059727657,8.956410313,1.148843698,10.54993985,0.765940818,6.458902066,4.824183725,10.02074396,0.247410581,0.171627705,0.209917109,0.231878171,0.269241189,6.773932665,0.971628315,0.481580154,1.871015572,11.69373766,0.535503246,0.197975779,0.151384935,7.38591771,3.439382359,2.898679439,0.563043356,1.038408066,0.755317201,0.312838197,0.629950476,8.465951139,3.318084552,4.088984085,7.400368383,6.765210491,6.883012515,1.895336306,2.860135505,8.068997495,0.216176316,0.053466793,1.624443187,5.280829355,2.10612504,0.052896215,2.853359541,0.383177491,8.624348914,1.237327915,2.33588509,0.147123515,1.008049289,0.206834076,1.113737426,2.840172731,4.847969514,23.90988084,0.885930658,0.117854029,3.704380406,3.800867584,2.971204459,0.047119112,5.79625135,0.102731044,2.512593597,5.54864529,0.07932997,1.673529742,0.818998331,2.509871775,19.71911525,0.131165041,0.782645206,0.562596592,9.953506258,10.09201,0.055145137,7.735165377,10.47916438,5.139839875,0.574157737,1.23701234,1.18694278,0.641717215,12.73263889,0.500122746,11.79069191,0.507408316,10.24484725,3.28615515,0.540655695,0.880167088,11.8906476,26.89011544,9.228068093,26.89926543,0.098294432,0.559708302,13.44080802,0.256937,0.387055388,12.68584397,0.534555354,0.110275473,0.481477997,0.143953243,1.052382355,1.052638817,4.693003171,0.420794789,4.828015028,6.808940899,3.152557662,0.011808665,1.755396342,17.33302117,0.221405692,1.220651642,2.287878669,2.495740343,0.736563346,0.559708302,1.052638817,13.1770203,1.581675927,2.426526063,0.096667934,0.0534861,4.733269155,1.566596626,20.01041341,0.619582665,6.208789311,0.355998468,4.565402665,0.704453767,0.317462135,9.773399974
1989,1.357143612,0.233882273,0.414090443,0.437295195,2.783243075,3.238795676,31.57484545,3.642232114,4.61280178,16.51986292,7.102448997,10.81351494,0.130855059,0.095737229,0.133612957,9.771261867,24.39935687,7.734934734,1.638918412,0.743098803,1.462631956,3.808609753,25.24329107,0.090815756,16.98419297,10.76396187,5.937782989,2.480093742,2.153077911,0.740894833,0.668197354,0.131274364,0.657231219,1.640109186,0.128461257,0.243595628,0.978585825,5.011604605,3.402389021,5.780931318,0.689365174,0.829614547,9.505090019,1.481393428,3.188334694,1.873031942,1.45399931,2.671625946,17.77206282,13.04253797,2.028399989,1.317447838,5.837882861,0.06110041,9.200370699,1.04557698,10.59243558,0.870441981,6.74228228,6.248533637,10.19193063,0.232997193,0.169452515,0.196239533,0.242215726,0.288583936,7.352537262,1.059258037,0.482215354,1.588614785,11.90911457,0.566650106,0.203759517,0.150449095,7.259329314,3.408273719,2.859674222,0.499994059,0.882404712,0.734905627,0.293422902,0.676937713,8.549696683,3.487736612,4.310223124,7.526825969,7.028822488,7.215357675,2.799686203,2.716269927,8.333129301,0.226398608,0.051895504,1.635674283,5.555998042,2.215050214,0.055817746,2.95357239,0.316836694,8.621687782,1.215248882,2.426486864,0.141975645,1.016087374,0.203641813,1.118524218,2.812677899,4.768896289,25.613572,0.941004427,0.082655664,3.719994096,4.393378608,2.941954154,0.050384727,6.189700104,0.109564973,2.516233755,4.936137001,0.08132376,1.437638693,1.001111999,2.845702093,19.77240246,0.133855476,0.457406563,0.361943718,10.98402906,11.6822755,0.049502953,7.700344326,10.70142819,5.542707979,0.583244328,1.042767204,1.010477328,0.648675171,15.46205114,0.451561306,11.16361398,0.446204474,10.73519319,4.118915142,0.545716901,0.953642835,12.1406212,31.03171189,9.245609624,26.14805014,0.094736514,0.595992894,13.00489988,0.19298362,0.506103982,14.29189898,0.532024058,0.087916277,0.497807564,0.134172398,0.973586666,0.973921933,5.080844259,0.409851005,4.672843393,6.53871228,2.861248834,0.017782689,1.759620806,16.85856949,0.22728307,1.414537742,2.379841939,2.499356084,0.734575321,0.595992894,0.973921933,13.30917057,1.641917687,2.62898937,0.09042918,0.047907358,4.690500938,1.580253921,20.07576978,0.719214353,5.679442917,0.263108403,4.566474137,0.747281317,0.312651726,9.493667558
