Year,Africa Eastern and Southern,Afghanistan,Africa Western and Central,Angola,Albania,Arab World,United Arab Emirates,Argentina,Antigua and Barbuda,Australia,Austria,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Belize,Bolivia,Brazil,Barbados,Brunei Darussalam,Central African Republic,Canada,Central Europe and the Baltics,Switzerland,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Cyprus,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Spain,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,Gabon,United Kingdom,Ghana,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Guatemala,Guyana,High income,Honduras,Heavily indebted poor countries (HIPC),Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,India,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kenya,Cambodia,St. Kitts and Nevis,"Korea, Rep.",Latin America & Caribbean (excluding high income),Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Latin America & Caribbean,Least developed countries: UN classification,Low income,Sri Lanka,Lower middle income,Low & middle income,Late-demographic dividend,Luxembourg,Morocco,Madagascar,Middle East & North Africa,Mexico,Middle income,Mali,Malta,Myanmar,Middle East & North Africa (excluding high income),Mongolia,Mozambique,Mauritania,Mauritius,Malaysia,North America,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,New Zealand,OECD members,Other small states,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Pre-demographic dividend,"Korea, Dem. People's Rep.",Portugal,Paraguay,Pacific island small states,Post-demographic dividend,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,Somalia,Sub-Saharan Africa (excluding high income),Sub-Saharan Africa,Small states,Sao Tome and Principe,Suriname,Sweden,Syrian Arab Republic,Chad,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Togo,Thailand,Latin America & the Caribbean (IDA & IBRD countries),Middle East & North Africa (IDA & IBRD countries),Tonga,South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),Trinidad and Tobago,Tunisia,Turkey,Tanzania,Uganda,Upper middle income,Uruguay,United States,St. Vincent and the Grenadines,"Venezuela, RB",Vietnam,World,Samoa,"Yemen, Rep.",South Africa
1970,1.123261243,0.149651314,0.30264348,0.608224115,1.753239905,1.797938338,65.0175087,3.464526801,7.198709959,11.80289054,6.788807307,13.01017881,0.096952689,0.025426378,0.378902959,7.213424372,12.19418458,15.19833979,0.990399725,0.554465607,0.985788081,1.795931267,63.38618853,0.11540634,16.01414875,8.350394198,6.519570443,2.521098249,0.942934535,0.478672774,0.097865349,0.135604194,0.431121099,1.322369524,0.127517333,0.136505939,0.67687077,4.283398768,2.14316086,2.778854271,0.872756197,0.361107985,12.59965647,0.69106847,1.042173891,0.872441953,0.916332771,1.59326071,12.97649489,10.61122113,0.705683205,0.628345936,3.457969859,0.058202088,8.066820728,0.906349704,8.769643882,1.000293914,8.449427955,3.534355873,11.7323973,0.300563689,0.190649125,0.102649848,0.098835782,0.120630555,2.748329714,0.465769084,0.421471305,2.242033961,11.22797182,0.511583007,0.206879084,0.082338641,6.77148766,2.388101315,2.06136152,0.451460281,0.671191438,0.312064909,0.32056116,0.351488938,6.564577902,3.222046378,2.410656688,6.798114832,5.57448117,5.513392312,2.662804157,0.905397908,7.435211938,0.272882,0.167716323,0.571972904,1.668191979,1.495334742,0.212783004,1.719028952,1.03669658,15.15422069,0.63457545,1.843995713,0.219731805,0.602246234,0.288114934,0.705398467,1.962739122,3.301400416,40.53289639,0.455719159,0.147766109,2.330219872,2.215287211,2.05375175,0.033902097,2.193051379,0.16930369,1.647585728,2.228039308,0.330823639,0.374126246,0.603767554,1.351519525,20.63304563,0.047964981,0.384764806,0.583605891,10.88580887,7.227535069,0.018829069,5.050328032,10.31695223,4.277469045,0.418593324,1.450593897,1.321339436,0.692153645,11.49529781,0.249022684,9.320318329,0.353255019,5.104142282,1.757791405,0.300797614,0.839270073,11.54967515,69.10718492,5.931369102,18.09102825,0.015615257,0.349332934,7.760127839,0.472208911,0.307484801,8.778144398,0.251728657,0.317952996,0.389355922,0.06280989,0.780438888,0.780389068,4.218672718,0.196701086,4.375371678,11.48593183,1.048614418,0.03421828,0.817297051,12.45672736,0.130003375,0.416861299,1.756040489,1.636534525,0.304337001,0.349332934,0.780389068,9.518962678,0.739366346,1.222603341,0.130582224,0.153610304,3.14904707,2.043748325,21.11125227,0.324151114,6.542516687,0.649679959,4.147851485,0.204937616,0.027235859,6.785927483
1971,1.219593048,0.165208249,0.392109391,0.564505063,1.989497923,1.997325084,76.34985205,3.666158963,6.60987662,11.80911757,6.953651912,12.56342518,0.098556227,0.026268927,0.352141847,7.532552676,13.79841678,38.71675849,1.145983413,0.6682913,1.052857819,2.016068773,55.40826405,0.099618748,16.05533218,8.560477886,6.750434987,2.72515709,1.042239697,0.507858995,0.121143245,0.144083207,0.502037864,1.378209118,0.125022907,0.135156552,0.806476435,5.059526098,2.211012251,3.035850272,0.952624991,0.358660873,11.49722715,0.76158054,1.255270267,0.97720753,0.952165732,1.695558532,13.62343194,10.97774628,0.676180459,0.652672095,3.75994979,0.06331352,8.257194549,0.882222316,8.799132244,1.034663727,8.82991624,4.73785231,11.82303629,0.255820663,0.192768933,0.115047709,0.1020938,0.220865177,3.149595925,0.505997113,0.436925391,2.101494499,11.3183058,0.475718919,0.216414366,0.08479192,6.682458042,2.500479842,2.159306029,0.484857643,0.775171714,0.330738851,0.323946219,0.362529742,7.518940192,3.473944015,2.814291215,7.152587604,5.294388074,5.762318227,3.021362393,0.916145486,7.545561028,0.314635066,0.03492557,0.659398953,1.782608723,1.586201228,0.152666436,2.268074626,1.061759261,9.714955779,0.662013987,1.887235076,0.216041913,0.805597786,0.250836711,0.739108655,2.080358509,3.495068583,38.55254205,0.501690276,0.151935829,2.551866577,2.380327828,2.164116439,0.037613218,2.180574827,0.182865584,1.715203372,2.305375227,0.391616713,0.338255791,0.471904007,1.507581062,20.51119886,0.04981065,0.563390889,0.607387123,10.67681011,6.968451763,0.016067694,5.278783386,10.37515322,4.578762435,0.38631677,1.665652652,1.345273271,0.748631806,13.69305452,0.289548563,9.554993854,0.422285734,7.262926721,1.898035761,0.250166313,0.926856966,11.6053962,76.6485391,6.149550423,19.09149437,0.016102327,0.352442164,9.803702273,0.469186707,0.308401853,7.853270387,0.286892991,0.286942242,0.400737389,0.053858805,0.874923655,0.874866188,4.718025403,0.144097768,4.647932183,10.44540223,1.352203875,0.040348732,0.895241884,13.04552627,0.144286389,0.50701844,1.792661218,1.703698623,0.214464511,0.352442164,0.874866188,8.479251438,0.813977385,1.336297122,0.17637255,0.149002529,3.319984704,2.061016584,20.98020348,0.320647065,5.326318974,0.551401523,4.23178829,0.252188684,0.034394337,7.437297689
1972,1.209262779,0.129995517,0.45999287,0.72119831,2.515914398,2.11931279,70.86525586,3.657008599,5.832070353,11.95163155,7.448516814,13.47269526,0.127712816,0.0276984,0.052672147,7.715656701,16.06655873,36.49207536,1.240098465,0.762784918,1.145237632,2.080046207,66.61873746,0.090311203,17.15406592,8.874687268,6.863739819,2.790261563,1.080676637,0.540577465,0.125487646,0.143059348,0.471896396,1.398143329,0.122627273,0.188853043,0.907239079,5.103337988,2.304534551,3.830484616,1.063865162,0.357850859,11.9488346,0.983169045,1.854611529,0.989670183,0.954829956,1.743842621,14.19564456,11.3960301,0.714649491,0.706632473,4.190966866,0.046718337,8.682102721,0.868489004,9.51830728,1.067317806,9.105897695,4.478055599,11.56235418,0.262619885,0.19401013,0.13404302,0.090108612,0.3039916,3.552052128,0.507224634,0.473449878,2.163784422,11.76620698,0.533108474,0.216068579,0.081112654,6.677025672,2.576695911,2.214991509,0.425849687,0.810124182,0.358132823,0.236148704,0.374899181,7.261912179,3.528332673,2.788046995,7.101254202,5.379353875,6.049321454,3.249930623,1.018003921,7.961462468,0.318815222,0.016069867,0.661943228,1.800808443,1.640062015,0.171678326,2.368999234,1.02208784,6.544705943,0.724410412,1.929528782,0.149908104,0.676151677,0.27243949,0.745905866,2.125213682,3.592157863,38.93410271,0.482069715,0.185286828,2.670462292,2.422006027,2.222296773,0.039965911,2.776468838,0.171476936,1.752919426,2.419127527,0.349377292,0.367470181,0.809099903,1.58184889,21.31108396,0.0530644,0.706136963,0.627718318,11.83880977,7.482238767,0.02127378,5.577719274,10.75542833,5.320152836,0.308381277,1.742501074,1.277859006,0.697267044,13.9644304,0.434791638,9.981742698,0.458617718,5.891692698,2.126159183,0.275326907,0.940616829,12.05851819,82.63780698,6.410251701,19.97555779,0.016554379,0.328871082,11.00334086,0.490175155,0.32187391,10.33281686,0.318777166,0.237627615,0.434277573,0.067443112,0.898114202,0.898086219,5.126307432,0.141165148,4.744383771,10.43805819,1.142137789,0.031717687,0.925679216,13.59776725,0.17783721,0.559082721,1.837285809,1.741161695,0.254868118,0.328871082,0.898086219,8.514729336,0.8953816,1.4720211,0.150204181,0.139225434,3.418813064,2.153574145,21.74864198,0.396385295,5.172667176,0.506231998,4.347295292,0.248956176,0.039593163,7.376048992
1973,1.204522542,0.135366588,0.538522176,0.751202772,2.303897417,2.400508136,77.61913462,3.754154724,5.18515609,12.77968685,7.930866985,14.2554864,0.122481397,0.028443167,0.067335594,7.983550221,23.05586427,43.37314,1.13446873,0.72253274,1.29536175,1.976241998,67.20874519,0.085150803,16.96713528,9.176709681,7.334759289,2.693679428,1.098195691,0.549279784,0.127383311,0.147251776,0.842940788,1.463645788,0.120127597,0.229975504,1.026932701,6.047184573,2.440189789,3.937764622,0.942876334,0.357810954,11.80161179,1.22146747,2.438779641,1.01605731,1.024554532,1.818349009,14.68553935,11.8438527,0.795506014,0.644915645,4.440462955,0.056475969,9.152800479,0.917470953,10.58429033,1.13819718,9.70910599,8.53004267,11.74552694,0.260726965,0.184302778,0.122852897,0.14743131,0.10565592,4.17251217,0.587277522,0.501371349,2.471765658,12.26237141,0.508863319,0.225737947,0.085736359,7.004242405,2.653323967,2.282622616,0.460477299,0.903645743,0.395605913,0.244550048,0.377193439,7.407792738,4.193251049,2.798414065,8.255702558,5.890915802,6.471435784,4.218868233,1.131091338,8.424010496,0.311093209,0.017229291,0.662152402,2.143330254,1.764714919,0.177114077,2.889934217,0.978277349,6.001152729,0.751777544,2.057639121,0.156505318,0.706341078,0.278372533,0.809908972,2.196232952,3.687696835,40.43169639,0.565476661,0.150425039,3.066924707,2.561820695,2.296254011,0.042788176,2.669556585,0.140593863,1.970756929,2.490496348,0.368647345,0.374256472,0.784435818,1.51075122,21.98175677,0.067323508,0.824721908,0.6934603,12.32545243,7.706917012,0.032811879,6.14695843,11.17114901,6.308098868,0.317538467,1.960810739,1.351806433,0.808336848,13.94186139,0.450216964,10.07663176,0.494615678,6.248080384,2.317068608,0.32679293,0.993171244,12.55279828,87.68963504,6.957304491,20.70379427,0.016966884,0.33328949,14.17427795,0.478420032,0.332811026,9.676666211,0.368119304,0.185027393,0.496731431,0.075164279,0.92886029,0.928836286,6.057238426,0.184589054,5.778253089,10.73782262,1.121797109,0.041287743,0.947646052,14.03314229,0.175123646,0.608951149,1.956591026,1.95753805,0.295188482,0.33328949,0.928836286,9.570736839,0.892796679,1.587466688,0.213834724,0.115916121,3.511925908,2.046525793,22.51058213,0.431139709,5.339858592,0.538520415,4.493253113,0.246342152,0.050203444,7.256838869
1974,1.186045209,0.154503116,0.63596558,0.720750477,1.849006691,2.280801305,67.01617689,3.753366162,6.798488306,12.55966873,7.562697278,13.83696555,0.127701368,0.033998422,0.0678005,8.210958036,21.45687314,39.91791146,1.172948479,0.718814732,1.370088081,2.008551236,52.78130381,0.059071829,17.09800561,9.397400141,6.541311271,2.488782845,1.097367111,0.581683614,0.134591386,0.151241082,1.088754101,1.549779573,0.117293798,0.244260402,0.933699336,5.746218375,2.458057731,2.997211679,0.947221951,0.408499735,10.91676863,1.279818643,1.975758959,1.011248618,1.038987032,1.798688473,15.07779118,11.86491313,0.895288017,0.692786895,4.89498864,0.054553804,9.094179247,0.977636857,9.9520677,1.186840532,9.312382027,8.590663249,10.98359286,0.301286027,0.189814038,0.119138079,0.13551582,0.193172839,4.041382514,0.393497156,0.512032931,2.107225627,11.86152943,0.509431249,0.224516856,0.09453849,7.071735479,2.686298454,2.314402276,0.504027074,1.036556538,0.402292488,0.249225256,0.381064005,7.427501195,4.527440927,2.735323233,8.093643853,5.758395321,6.521514722,3.80405422,1.110473245,8.313879441,0.378551725,0.0097354,0.827354361,2.181664351,1.822144106,0.098082123,2.850600685,1.107436413,3.684497388,0.676636928,2.118864483,0.153688631,0.724922723,0.217272626,0.827254651,2.225767441,3.727275952,40.5895226,0.639555717,0.161740364,3.028070732,2.67407766,2.32677333,0.047792786,2.464936622,0.156272201,1.986807083,2.607957615,0.317953443,0.37468853,0.789327845,1.604742761,21.08159405,0.057469705,1.009957688,0.716848612,11.84534918,6.949826335,0.032393845,6.203229487,10.81285871,5.505194185,0.329999512,1.778404008,1.42240059,0.760543341,15.15643765,0.518375633,10.29951122,0.537072751,6.376530968,2.366234787,0.350030986,1.033792477,12.13600501,68.26810915,7.177785046,21.373373,0.017331592,0.336787557,14.00361923,0.484434572,0.386025105,9.852451789,0.354305222,0.175082588,0.485892142,0.090842629,0.959247174,0.959237828,5.494472519,0.225945187,4.43083793,9.790404726,1.327196454,0.037587521,0.941043446,14.4024925,0.160272339,0.587753707,2.027292391,1.973480548,0.251210267,0.336787557,0.959237828,10.08676249,0.975925777,1.593322415,0.149883231,0.114363215,3.559916949,2.012627054,21.50293038,0.348802553,5.862013939,0.400420634,4.403581722,0.219740197,0.055862267,7.198226008
1975,1.181139367,0.167612303,0.514018318,0.628569444,1.910633637,2.193992723,56.66747098,3.670150846,11.2927989,12.65989981,7.176844855,12.4583039,0.135891059,0.035749138,0.06950239,8.377877479,21.58596458,43.69844093,1.32080682,0.811644429,1.40990567,2.309025098,43.80843877,0.052429397,17.16020892,9.937137353,6.168137541,2.172716999,1.250124095,0.622183644,0.156009946,0.141373532,0.715904255,1.491606658,0.128274093,0.284957815,0.973577323,6.086492956,2.865219504,3.047588853,0.883310955,0.406947065,11.02376646,1.232399713,1.928697738,1.128611222,1.036861666,1.864333115,15.69877331,11.96960519,1.052757726,0.806758144,5.079852145,0.037157718,8.880324829,0.853973578,9.785017744,1.081099361,8.28681204,8.290614605,10.73605364,0.275044848,0.187789674,0.183355093,0.1484063,0.24369449,4.29709731,0.515395593,0.574767609,2.448445861,11.37143928,0.529131512,0.218235107,0.095011748,7.152381214,2.810492956,2.410039954,0.454216398,0.867959057,0.412942076,0.248780015,0.404751113,6.914247464,4.257581354,2.837672971,7.418820162,5.686768741,6.174325442,4.03764018,1.206999704,7.79823754,0.366540689,0.009746883,0.745476723,2.319371413,1.866256347,0.082915326,2.497108799,0.92794607,4.377992663,0.702400715,2.095653197,0.146679494,0.739173232,0.210607074,0.82591125,2.323955631,3.929318483,32.99738125,0.62434835,0.224212126,2.906121406,2.759234167,2.431248693,0.052609714,2.193772968,0.149861261,1.979303747,2.748429692,0.283902378,0.383071771,0.661868834,1.59889811,20.09168314,0.064358893,0.747873874,0.687188776,11.19687488,7.404803169,0.026231175,5.923148779,10.37726051,5.32978023,0.34750868,2.099160412,1.424031969,0.787833504,15.06830516,0.488163483,11.0409312,0.471961129,6.62008406,2.348565289,0.300849874,0.993796541,11.61341279,66.68327714,7.620014725,22.34211288,0.040327087,0.356947318,11.23207753,0.349061868,0.523660983,10.84735746,0.303369683,0.17265516,0.507504894,0.129469614,0.905970803,0.905978813,5.531536756,0.22054755,5.62451494,9.865727011,1.484179006,0.044844552,1.056697181,15.0407732,0.129309826,0.576652057,2.002251701,1.966027541,0.373671041,0.356947318,0.905978813,9.518136693,0.980777322,1.672672442,0.143815437,0.10552859,3.752037975,2.109368618,20.40222407,0.344985104,4.838450872,0.447477934,4.342628818,0.387650063,0.089179343,7.350683964
1976,1.190203366,0.153557886,0.550024411,0.451346016,2.013584562,2.581496457,62.15653697,3.799261982,6.469135406,12.41679178,7.721250012,13.24167979,0.077784241,0.03331494,0.077738835,8.347946173,23.17188965,33.51384375,1.302442598,0.895691917,1.413180657,2.147614547,35.82549517,0.064268356,17.02862407,10.43308314,6.423427895,2.240724073,1.285283136,0.590416609,0.142576886,0.144902754,0.780971599,1.5478288,0.151666805,0.270283219,0.971071555,6.626611179,2.849411556,3.747732402,0.796673587,0.40373235,11.85490289,1.200376931,2.292599486,1.159805892,1.100233869,1.924990249,16.16888899,12.50273608,1.128497005,0.875014696,5.491294603,0.035531926,9.583495755,0.944642544,10.85124292,0.823819144,9.32500895,8.632501157,10.65454202,0.238734077,0.194640816,0.177495922,0.123754081,0.25139836,4.670280089,0.521171107,0.528119614,2.32439156,11.9044672,0.547036506,0.206979879,0.129964402,7.54942716,2.898872438,2.483972081,0.474532337,0.934236409,0.461389594,0.24876917,0.413696987,6.885427958,4.643485951,4.043562031,7.745282847,5.550839513,6.592316217,3.543234774,1.390336665,8.059433562,0.32699593,0.009904537,0.830765745,2.602807792,1.931975221,0.072181266,2.360012232,0.897904587,6.50414746,0.759322614,2.179651455,0.137204645,0.738707116,0.200190981,0.865980063,2.393731668,4.043614512,32.82430121,0.634512174,0.127839858,3.334677497,3.006724743,2.506564037,0.051697048,2.494443609,0.156449438,2.288401361,2.895758869,0.245076338,0.377306322,0.683638405,1.9163341,20.76000421,0.062547668,0.84706921,0.768875431,12.31905294,7.281807791,0.020580903,6.184562611,10.81064771,5.317906813,0.331783254,2.01630969,1.41692355,0.827623677,8.856797818,0.48858028,11.6146269,0.529827144,6.656078946,2.396767891,0.361335324,0.770275919,12.10529104,59.78116005,8.109155575,23.04142696,0.059406242,0.362854144,13.01437499,0.298528318,0.35093858,13.0974565,0.310759614,0.145375403,0.520587836,0.112264529,0.926623942,0.926689801,5.720457229,0.343211465,5.583239512,10.74016326,1.765129913,0.043935836,1.087795263,15.52587127,0.130941754,0.663449221,2.059416927,2.273051878,0.328775721,0.362854144,0.926689801,15.535771,1.010780816,1.834341211,0.170259889,0.089657905,3.870335527,2.075243254,21.15761537,0.341313835,4.225144321,0.279673019,4.493090892,0.312879852,0.104727162,7.474398854
1977,1.182217743,0.181522332,0.516336767,0.469216256,2.275876391,2.644691556,52.74497482,3.780415632,7.491859979,13.23189614,7.428063284,12.87543872,0.086509905,0.038968372,0.079116672,8.628766462,24.63866358,49.30263825,1.445492372,0.857088209,1.449507777,2.371689344,36.60346732,0.062916868,17.20283524,10.771583,6.540985491,2.115710501,1.388842897,0.577201129,0.198515994,0.143812064,0.294851272,1.563876699,0.146199933,0.295146981,1.185414247,7.279666637,3.048058592,4.011257346,0.713650386,0.349509143,12.15458515,1.038221203,2.382531345,1.252834716,1.150938503,2.03378421,16.56043964,12.62745306,1.013629186,0.938899774,5.358942976,0.031234312,9.471498311,0.915258268,10.59729975,1.280969883,8.828301866,9.337439225,10.76186851,0.288902562,0.194881225,0.197097554,0.133046187,0.257428973,5.049153465,0.528392024,0.594710438,2.491403733,12.04364157,0.597162691,0.208742394,0.133669712,7.814048438,2.992795886,2.557526774,0.460951644,0.867176614,0.600490434,0.256167007,0.427724734,7.180491439,4.711367176,3.507497437,8.597153278,5.506082203,6.365348831,3.57919603,1.452086644,8.212847276,0.34543562,0.010191714,0.834471145,2.903242644,1.962323027,0.073671193,2.142355829,0.871157784,7.016292352,0.618298798,2.193869517,0.138233723,0.74853682,0.204500159,0.903176143,2.463972094,4.170210044,30.24053709,0.682192731,0.105909024,3.410231178,3.067405952,2.581685422,0.061733391,2.616128612,0.16155674,2.314505972,3.18296615,0.252695573,0.394988729,0.696483206,1.767800522,21.1147368,0.066780085,0.752463866,0.950687327,11.85592809,7.684619256,0.024048413,6.506157298,10.92853365,5.515477063,0.343712608,1.883578445,1.4356004,0.842421128,14.4986557,0.478550164,12.0794436,0.483912141,6.779223232,2.403642892,0.394716099,1.092888762,12.24060542,54.44615756,8.199979904,23.6601522,0.057501354,0.375434536,14.39824567,0.292017933,0.433118177,12.17444631,0.388070327,0.161923834,0.527425111,0.166468907,0.908292097,0.908366486,6.118066405,0.332977685,5.311089923,10.39855991,1.819248989,0.046535074,1.180597173,15.92818231,0.183462553,0.724218805,2.092228529,2.298981392,0.32502022,0.375434536,0.908366486,15.56483964,1.14160962,1.984330046,0.119086457,0.070962011,3.99277006,1.977924422,21.53248401,0.337771728,4.563931495,0.300361223,4.558982918,0.526530825,0.120553217,7.550740184
1978,1.169157603,0.16189422,0.508535708,0.694730973,2.53062504,2.758892516,53.63795844,3.792881804,7.920597053,14.06985862,7.601371804,13.80705794,0.103019269,0.053341694,0.079755393,9.236529547,24.01073986,32.79664685,1.556776399,0.940600148,1.53686272,2.520879297,52.6571818,0.070260416,17.35562946,11.2496604,6.720778708,2.069415145,1.52920111,0.655545804,0.246541316,0.141793562,0.192387169,1.619776372,0.102348689,0.756816157,1.290363727,6.919368715,3.156004128,4.172164105,0.654804421,0.345570813,11.97392623,0.983674983,3.454246225,1.357012611,1.179584308,2.117362547,16.97739814,12.95591942,1.374939349,0.952470348,5.438594324,0.040344949,9.813020252,0.904347485,10.92339046,1.167407033,9.249254414,10.92558064,10.76729499,0.280471735,0.191835566,0.233590371,0.132976402,0.290690543,5.09882429,0.576158197,0.629243061,2.67122738,12.25394658,0.59276823,0.211572043,0.139785197,8.253547228,3.106633832,2.648219512,0.455030883,0.842998075,0.667989729,0.257094093,0.424114076,7.080434952,4.517976583,3.2904315,8.612332634,5.739004065,6.646489957,4.330602597,1.627093447,7.865830359,0.350171035,0.007379047,0.755165549,3.067572142,2.092820826,0.072904011,2.199746496,0.865713454,7.129418194,0.865478417,2.303319734,0.142380974,0.707398444,0.237423996,0.928484527,2.551338287,4.338005956,32.7288616,0.68607963,0.123863851,3.489940265,3.452200649,2.67925321,0.057975521,3.014633344,0.157434924,2.39638203,3.605475993,0.260381701,0.40126756,0.675655785,1.770789813,21.52745739,0.073954275,0.697171285,0.855433692,12.23297754,8.57238638,0.023002368,5.769779892,11.11545913,6.237737564,0.357095035,1.508110954,1.346266729,0.835816375,8.865339673,0.494541601,12.35662883,0.468470199,6.373508873,2.379382628,0.484344474,0.984893833,12.46677233,54.86735401,8.833289023,24.30253015,0.060191295,0.37399567,13.31500669,0.254591916,0.495457899,14.09090245,0.289546166,0.219510306,0.540107833,0.103699002,0.89772837,0.897780804,6.336739168,0.36328512,6.686766098,9.610611026,1.825929497,0.044809296,1.291578822,16.32606518,0.138066206,0.77218985,2.217272253,2.380308266,0.401484628,0.37399567,0.897780804,14.54882494,1.236218759,1.837687613,0.126421032,0.059798899,4.163930595,1.996896086,21.97300469,0.371575065,4.781869421,0.296767235,4.653016254,0.690601743,0.128099758,7.446833862
1979,1.216900549,0.167066362,0.648273152,0.683059133,2.898208518,2.860874674,39.28906082,4.029808803,6.570623749,14.12909198,8.158846402,14.23923382,0.101339802,0.06100989,0.08575201,8.968132006,23.72611171,33.64530489,1.479235963,0.867339031,1.59759916,2.392660346,39.66152263,0.047962003,18.26610116,11.30180728,6.340850586,2.209021032,1.542675099,0.705639411,0.218734072,0.146316506,0.20173262,1.688634734,0.073968486,0.89141991,1.201075454,6.92343675,3.238964543,4.416512992,1.080198167,0.440274813,12.31219662,1.200609648,2.446462561,1.368650017,1.216266517,2.166447015,16.92637728,13.17731176,1.563076867,1.016099276,5.478315887,0.053589028,10.13277948,1.081667349,11.40345731,1.350972676,9.63552951,9.529808631,11.46539104,0.246043198,0.19782285,0.237819609,0.14199859,0.257623658,5.37207897,0.538029186,0.698415703,1.960439648,12.47811515,0.541825814,0.209350687,0.136843553,8.055706328,3.121921762,2.667344222,0.531438747,1.027161098,0.660345907,0.282988557,0.434690107,8.118213561,4.40497189,3.996635445,8.804633752,5.551834126,6.880001916,4.002644431,1.64791743,8.245924584,0.318934741,0.004332983,0.843919728,3.549056094,2.179675955,0.069742412,2.376342916,1.085231108,8.406313575,1.294443296,2.410922138,0.149083422,0.745630057,0.258866907,0.942018727,2.566832517,4.346999491,33.41022885,0.817688755,0.133783496,3.560851166,3.642770615,2.693472815,0.061675356,2.890608345,0.152347197,2.428860171,3.826729191,0.233119882,0.404401493,0.694881923,2.026652457,21.44260623,0.08255655,0.984976628,0.539978193,13.37862422,8.408177547,0.0349787,5.299398842,11.30258519,6.371012981,0.373877002,1.653784338,1.301516187,0.82762433,10.19360641,0.516613558,12.55388634,0.57012093,6.415246047,2.590855545,0.430066578,1.114884652,12.6866105,69.98992065,8.87596915,24.33309161,0.059658208,0.384786346,15.11676279,0.255076487,0.533289245,15.15570254,0.493670375,0.204736313,0.52999705,0.082764401,0.983882593,0.984036728,6.411321926,0.353131888,6.397368084,10.24005514,2.614095238,0.045601791,1.3030239,16.31033047,0.523125085,0.791694408,2.324144342,2.412568559,0.437157937,0.384786346,0.984036728,15.65085005,1.412302142,1.757845151,0.115255327,0.055895963,4.195973927,2.168021845,21.78043698,0.294393321,5.1837538,0.306645739,4.696086391,0.616143208,0.136262844,7.866688552
